No;name;description;Bahan_Masakan;Bahan_Utama;Cara_Masak;Usia_Min;Usia_Max;Tekstur;Est_Harga;Kalori_(kkal);Protein_(g);Lemak_(g);Zat_Besi_(mg);Seng_(mg);Tag_Makanan;Potensi_Alergi;Image_URL
163;Bubur Daging Cincang;Bunda, menu ini dirancang sebagai MPASI padat gizi yang mengandalkan daging sapi giling sebagai sumber protein hewani dan zat besi utama. ;"1/2 sdt margarin

1 g bawang bombai

30 g daging sapi giling

20 g wortel

1 genggam daun bayam

400 ml air kaldu daging

40 g beras aron";Daging Sapi;" Panaskan margarin, tumis bawang bombai hingga harum. Masukkan daging sapi giling, aduk-aduk (cincang-cincang dengan sodet) hingga butiran daging terpisah kecil-kecil dan matang merata.
 

Masukkan beras aron ke dalam panci bersama air kaldu daging. Masak dengan api kecil sambil terus diaduk agar butiran beras pecah dan menjadi bubur yang lembut.

Setelah beras mulai menjadi bubur, masukkan tumisan daging cincang dan wortel. Masak hingga wortel empuk.

Masukkan daun bayam yang sudah dicincang halus. Masak sekitar 1-2 menit hingga layu, lalu angkat.";6;16;Bubur Kasar;14000;92,4;8,2;3,1;1;0,3;Gizi Seimbang;Daging Sapi, Margarin, Nasi;recipes/bubur_daging_cincang.jpg
164;Bubur Havermut Pisang;Bubur havermut (oatmeal) pisang adalah pilihan menu MPASI atau sarapan sehat yang sangat praktis, kaya serat, dan memiliki rasa manis alami yang umumnya sangat disukai bayi.;"350 ml susu cair

1 sdm havermut instan

1/2 buah pisang ambon

150 ml sari jeruk manis";Pisang;"Panaskan susu dan masukkan havermut sedikit demi sedikit sambil aduk hingga mendidih.

Tambahkan pisang ambon dan aduk hingga mendidih lagi. Angkat.";6;12;Bubur Kental;7000;96,3;2,8;3,1;0,5;1;Peninggi Badan;Susu, Havermut;recipes/bubur_havermut_pisang.jpg
165;Bubur Ikan Tengiri;Bunda, Menu ini memadukan karbohidrat dari beras dengan protein berkualitas tinggi dari ikan tenggiri. Bubur ini memiliki cita rasa gurih laut yang alami dan tekstur yang sangat creamy jika dimasak perlahan. ;"1/2 sdt margarin

10 g bawang bombai

40 g fillet tengiri

25 g wortel

400 ml kaldu ayam

40 g beras merah";Ikan Tengiri;"Panaskan margarin, tumis bawang bombai sampai layu. Masukkan fillet tengiri dan aduk sampai matang. Angkat

Didihkan air kaldu ayam, masukkan beras merah aron, Masak dan aduk sesekali sampai menjadi bubur. 

Campurkan tumisan ikan dan wortel. Masak sampaii semua matang. Angkat.

";12;24;Bubur Kasar;8000;97,8;8,2;4,1;0,2;0,7;Gizi Seimbang;Ikan Tengiri, Kaldu Ayam, Nasi;recipes/bubur_ikan_tengiri.jpg
166;Bubur Ikan Tuna;Bubur ikan tuna adalah menu MPASI yang sangat baik untuk kecerdasan otak karena kandungan Omega-3 dan proteinnya yang tinggi. Menu ini memiliki rasa gurih yang khas dan tekstur daging yang cenderung lebih padat dibandingkan ikan lainnya.;"400 ml kaldu daging

40 g beras setengah matang

100 g daun bayam

40 g tuna fillet";Ikan Tuna;"Didihkan kaldu daging, masukkan beras dan tuna. Masak sambil aduk sampai matang.

Masukkan daun bayam, masak sampai matang. Angkat dan haluskan bubur.";9;24;Bubur Kasar;13000;94,3;8,3;3,6;1;1,4;Gizi Seimbang;Ikan Tuna, Nasi;recipes/bubur_ikan_tuna.jpg
167;Bubur Jagung Ayam;Bunda, Menu ini menggabungkan jagung manis yang dipipil dan dihaluskan dengan daging ayam. Penggunaan jagung memberikan warna kuning cerah yang menarik secara visual bagi bayi, sekaligus memberikan tekstur creamy alami yang mempermudah transisi bayi dari ASI ke makanan padat.;"100 g jagung manis pipil

1 sdm tepung maizena

50 g ayam fillet, potong kecil kecil

100 ml susu kedelai

100 ml air kaldu ayam";Daging Ayam, Jagung;"Masak air kaldu bersama jagung dan fillet ayam.

Masukkan susu kedelai dan larutan tepung maizena. Aduk sampai matang, angkat.

Haluskan bubur jagung dengan blender.";9;24;Bubur Kental;9000;346,5;20,9;15,2;1,9;2,1;Penambah Berat Badan;Susu Kedelai, Kaldu Ayam, Tepung Maizena;recipes/bubur_jagung_ayam.jpg
168;Bubur Jagung Ceker Ayam;Menu ini merupakan perpaduan lengkap antara protein hewani dengan karbohidrat dari beras dan jagung. Ceker ayam berfungsi sebagai sumber kaldu alami yang kaya lemak sehat, sedangkan wortel dan tomat memberikan asupan vitamin serta warna yang menarik untuk merangsang nafsu makan si kecil.;"5 potong ceker ayam

1 lt air

1/2 sdm margarin

1/2 siung bawang putih cincang

2 sdm daging ayam giling

30 g beras aron

1/2 tongkol jagung

20 g wortel

1/2 buah tomat";Daging Ayam, Jagung;"Rebus 5 potong ceker dengan 1 liter air menggunakan api kecil hingga air menyusut dan sari-sari kaldu keluar (sisakan sekitar 400-500 ml air kaldu). 

Panaskan margarin, tumis bawang putih hingga harum. Masukkan daging ayam giling, aduk hingga berubah warna dan matang.

Masukkan beras aron ke dalam air kaldu ceker. Masak sambil diaduk hingga beras mulai melunak.

 Masukkan tumisan ayam, jagung manis, dan wortel. Masak hingga semua bahan empuk dan air kaldu meresap.

Tambahkan tomat cincang sekitar 2 menit sebelum diangkat agar kesegarannya terjaga.

 Angkat ceker. Saring atau blender bubur sesuai dengan tekstur yang dibutuhkan usia bayi Anda.";9;16;Bubur Kasar;10000;117,8;4,5;4,1;2,8;2,3;Penambah Berat Badan;Ceker Ayam, Jagung, Margarin, Beras Putih;recipes/bubur_jagung_ceker_ayam.jpg
169;Bubur Jagung Ikan Kakap;Menu MPASI yang kaya akan Omega-3 dan protein tinggi dari ikan kakap, dipadukan dengan manis alami jagung. Bubur ini memiliki tekstur yang sangat lembut dan gurih, sangat efektif untuk mendukung perkembangan otak serta menambah berat badan bayi secara sehat.;"250 ml kaldu ayam

1/2 tongkol bulis jagung manis

40 g daging ikan kakap cincang

40 g tahu

5 cm daun bawang

3 lembar daun seledri";Ikan Kakap;"Didihkan air kaldu, masukkan jagung, daging ikan, dan tahu. Masak sampai matang dan menjadi bubur.

Tambahkan daun bawang dan seledri. Aduk rata. Angkat bubur dan haluskan dengan blender.
";9;12;Bubur Kental;16000;60,4;6,2;1,5;2,7;1,3;Gizi Seimbang;Ikan Kakap, Kaldu Ayam;recipes/bubur_jagung_ikan_kakap.jpg
170;Bubur Jagung Kacang Hijau;Kombinasi sumber energi ganda dari jagung dan protein nabati kacang hijau. Menu ini sangat kaya akan serat dan zat besi, berfungsi baik untuk melancarkan pencernaan sekaligus menjaga daya tahan tubuh si kecil dengan rasa yang manis legit alami.;"2 sdm tepung beras

1 sdm tepung kacang hijau

1 sdm tepung maizena

100 ml air 

400 ml susu cair

100 g pepaya matang

30 ml air matang

";Jagung;"Satukan tepung beras, kacang hijau, dan maizena, larutkan dengan air dan aduk rata.

Panaskan susu, masukkan larutan tepung, aduk sampai matang dan kental. Angkat.";9;12;Bubur Kental;6000;105,4;2,7;2,9;0,8;1;Penambah Berat Badan;Susu, Tepung Maizena, Tepung Beras, Tepung Kacang Hijau;recipes/bubur_jagung_kacang_hijau.jpg
171;Bubur Kacang Hijau Ubi; Perpaduan kacang hijau yang kaya protein dengan ubi jalar (madu/cilembu) yang manis alami. Ubi memberikan tekstur creamy dan karbohidrat kompleks, sementara kacang hijau menyumbang asam folat dan zat besi.;"100 g ubi madu (1/2 buah)

30 g tepung kacang hijau

175 susu kedelai";Ubi Madu;"Kukus ubi madu sampai matang. Angkat.

Larutkan susu kedelai bersama tepung kacang hijau. Masukkan ubi madu dan aduk rata. Masak sambil aduk hingga ubi hancur. Angkat.";9;12;Bubur Halus;7500;397,8;9,3;7;2,9;1,8;Penambah Berat Badan;Susu Kedelai, Tepung Kacang Hijau;recipes/bubur_kacang_hijau_ubi.jpg
172;Bubur Kedelai; Bubur berbahan dasar kedelai atau tahu sutra yang kaya protein nabati dan kalsium. Cocok untuk bayi yang sensitif terhadap protein hewani.;"100 g kacang kedelai

200 ml air matang

1 sdt bubuk susu formula";Kacang Kedelai;"Rebus kacang kedelai sampai empuk, dinginkan.

Satukan kedelai rebus dengan air matang, blender sampai halus. Tambahkan susu formula, aduk rata.

Panaskan bubur dengan api kecil sampai matang";9;12;Bubur Halus;7500;219,1;18,8;10,5;3,4;0,7;Peninggi Badan;Kacang Kedelai, Susu;recipes/bubur_kedelai.jpg
173;Bubur Kentang Hati Ayam;Bubur kentang hati ayam adalah hidangan bergizi tinggi yang mengombinasikan sumber karbohidrat lembut dengan protein hewani padat nutrisi. Menu ini populer karena teksturnya yang halus dan manfaat kesehatannya bagi pertumbuhan.;"200 g kentang

375 ml air

1 potong hati ayam

1 cm jahe

25 g kacang polong";Kentang, Hati Ayam;"Potong-potong kentang, masak bersama harti ayam dan jahe sampai empuk dan matang. Tambahkan kacang polong, aduk sampai matang. Buang jahe.

Haluskan dengan blender. Sajikan";9;12;Bubur Kental;8000;260,7;12,9;1,9;1,5;2;Penambah Berat Badan;Hati Ayam, Kacang Polong, Kentang;recipes/bubur_kentang_hati_ayam.jpg
174;Bubur Kentang Ikan Salmon;Bunda, bubur kentang ikan salmon adalah hidangan sehat yang memadukan sumber energi dari karbohidrat kompleks dengan protein laut berkualitas tinggi. Hidangan ini dikenal karena profil nutrisinya yang lengkap, terutama untuk mendukung perkembangan fungsi saraf dan daya tahan tubuh.;"100 g kentang

Air untuk merebus

50 g fillet ikan salmon

150 ml air matang";Ikan Salmon, Kentang;"Rebus kentang sampai matang, kupas kentang dan haluskan.

Masak kentang, ikan salmon, dan air dengan api kecil sampai matang. Angkat dan haluskan dengan blender.";9;16;Bubur Kental;25000;163;7,6;3,3;4,2;3,1;Penambah Berat Badan;Kentang, Ikan Salmon;recipes/bubur_kentang_ikan_salmon.jpg
175;Bubur Kentang Kari Daging;Bunda, bubur kentang kari daging adalah menu MPASI yang kaya akan aroma dan nutrisi, dirancang untuk mengenalkan rasa rempah sejak dini tanpa menggunakan penyedap rasa buatan (MSG). Menu ini sangat efektif untuk menambah berat badan dan mencukupi kebutuhan zat besi.;"40 g beras aron

1 sdt margarin

50 g daging ayam cincang

1/2 sdt bubuk kari

1 buah kentang

400 ml air kaldu

2 kuntum brokoli

3 lembar seledri

1 sdt santan";Kentang;"Panaskan margarin, tumis daging ayam sampai matang. Tambahkan bubuk kari, aduk sampai daging ayam empuk. Angkat.

Didihkan air kaldu, masukkan beras aron dan kentang. Masak sampai bulir beras merekah. Masukkan tumisan daging ayam, brokoli, daun seledri, dan santan. Aduk sampai menjadi bubur.";12;24;Bubur Kasar;10000;194,4;9,1;7;5,4;3,7;Penambah Berat Badan;Daging Ayam, Beras Putih, Margarin, Kentang;recipes/bubur_kentang_kari_daging.jpg
176;Bubur Kentang Panggang Keju;Bubur Kentang Panggang Keju adalah menu MPASI yang memadukan kelembutan kentang halus dengan cita rasa gurih dari keju yang dipanggang hingga lumer. Menu ini sangat cocok sebagai variasi makanan untuk bayi karena kaya akan karbohidrat dari kentang dan protein dari keju serta tambahan protein hewani lainnya.;"1/2 sdm margarin

1 siung bawang putih cincang

1 sdm ayam giling 

1 buah kentang

1 kuning telur ayam

50 ml susu cair

25 g wortel

1 sdm keju parut";Kentang;"Panaskan margarin dan tumis bawang putih sampai harum. Masukkan daging ayam giling, aduk sampai matang. Angkat.

Kukus kentang sampai matang dan haluskan, campur kentang dengan kuning telur, tumisan ayam, susu cair, wortel, keju parut, dan gula. Aduk rata.

Siapkan wadah dan olesi margarin. Tuang adonan, panggang selama 20 menit. Sajikan.";16;24;Bubur Kental;17000;160,2;7,9;7,5;1,2;0,9;Peninggi Badan;Daging Ayam, Telur, Susu, Margarin, Keju, Kentang;recipes/bubur_kentang_panggang_keju.jpg
177;Bubur Labu Ikan Kakap;Bubur Labu Ikan Kakap adalah menu MPASI bergizi tinggi yang memadukan kelembutan labu kuning dengan gurihnya ikan kakap yang kaya akan omega-3 untuk kecerdasan otak. ;"75 g ikan kakap fillet

1/4 butir jeruk nipis

350 ml air

200 g labu kuning

1/2 batang seledri";Ikan Kakap;"Lumuri ikan kakap dengan air jeruk nipis, bilas sampai bersih. Potong daging ikan kakap dan sisihkan.

Panaskan air bersama labu kuning dan fillet ikan kakap sampai empuk dan matang. Tambahkan seledri dan aduk sampai layu.

Haluskan dengan blender. Sajikan.";12;24;Bubur Kental;14000;163,4;16,9;1,8;2,4;1,6;Penambah Berat Badan;Ikan Kakap, Labu Kuning;recipes/bubur_labu_ikan_kakap.jpg
178;Bubur Labu Susu Kedelai;Bubur Labu Susu Kedelai adalah menu MPASI alternatif yang sehat, terutama bagi bayi yang memiliki intoleransi laktosa atau alergi susu sapi. Menu ini menggabungkan manfaat vitamin dari labu kuning dengan protein nabati dari susu kedelai untuk mendukung pertumbuhan si Kecil.;"200 g labu kuning

300 ml susu kedelai

1/2 buah tomat merah tanpa biji";Labu Kuning;"Potong-potong labu kuning dan kukus sampai matang.

Masak susu kedelai bersama labu kuning dan tomat merah, aduk rata sampai matang. Angkat.

Haluskan bubur dengan blender dan sajikan.";9;12;Bubur Kental;7000;290,3;12,8;13,6;1;2,1;Penambah Berat Badan;Susu Kedelai, Labu Kuning;recipes/bubur_labu_susu_kedelai.jpg
179;Bubur Manado;"Bubur Manado atau Tinutuan adalah menu MPASI super lengkap yang memadukan berbagai sumber nutrisi dalam satu mangkuk. Dikenal sebagai ""bubur campur aduk"", hidangan khas Sulawesi Utara ini kaya akan serat, vitamin, dan mineral.";"300 ml kaldu daging

40 g beras aron

40 g tempe kukus

40 g labu kuning

1 sdm jagung manis pipil

3 batang bayam

4 lembar daun seledri

40 g teri medan, sangri sampai matang dan tumbuk
";Daging Sapi;"Didihkan kaldu, masukkan nasi aron, tempe, labu kuning, dan jagung manis. Masak sampai menjadi bubur.

Masukkan bayam dan seledri, aduk rata sampai matang. Saring dengan saringan kawat. 

Tabur bubur dengan bubuk ikan tengiri. Sajikan.";9;24;Bubur Kental;9000;169,3;12,5;3,1;1,4;2;Peninggi Badan;Tempe, Ikan teri, Daging Sapi, Beras Putih, Labu Kuning, Jagung;recipes/bubur_manado.jpg
180;Bubur Nasi Hijau;Bunda, bubur Nasi Hijau adalah menu MPASI yang tampilannya menarik dan kaya akan klorofil serta serat. Warna hijaunya berasal dari sayuran hijau seperti bayam, brokoli, atau sawi, yang dicampur langsung ke dalam bubur nasi sehingga aromanya tetap segar dan menggugah selera.;"40 g beras aron

300 ml air kaldu

1/2 sdm margarin

1 sdm daging ayam giling

1/2 siung bawang putih

3 kuntum brokoli

3 sdm kacang polong beku

1 tangkai daun bayam";Daging Ayam, Nasi;"Masak beras dengan air kaldu hingga merekah dan sisihkan.

Panaskan margarin, tumis daging ayam dan bawang putih. Masukkan brokoli, kacang polong, dan bayam.

Campurkan tumisan dengan beras. Masak dengan api kecil dan aduk sampai matang.";9;24;Bubur Kental;8000;124,4;4,1;3,1;1;2,7;Penambah Berat Badan;Daging Ayam, Kacang Polong, Margarin, Beras Putih;recipes/bubur_nasi_hijau.jpg
181;Bubur Nasi Kacang Merah;"Bubur Nasi Kacang Merah adalah menu MPASI ""penambah berat badan"" yang populer karena kandungan protein nabati dan kalorinya yang tinggi. Kacang merah memberikan tekstur yang creamy dan rasa yang cenderung manis gurih alami, sangat disukai oleh bayi.";"175 ml air kaldu daging

100 g nasi merah

25 g kacang merah rebus

1/2 batang daun bawang

50 g daging sapi giling";Kacang Merah;"Rebus air kaldu bersama dengan nasi merah, kacang merah, daun bawang, dan daging giling sampai matang. Aduk rata dan angkat.

Haluskan bubur dengan blender, sajikan.";12;24;Bubur Kental;9000;363,3;21,5;10,1;2,1;1,8;Penambah Berat Badan;Daging Sapi, Daging Ayam, Kacang Merah;recipes/bubur_nasi_kacang_merah.jpg
182;Bubur Nasi Merah;Bubur Nasi Merah adalah menu MPASI klasik yang dikenal sebagai sumber energi jangka panjang. Karena nasi merah mengandung serat lebih tinggi dan indeks glikemik yang lebih rendah dibanding nasi putih, menu ini sangat baik untuk menjaga pola makan sehat si Kecil sejak dini.;"40 g beras merah aron

400 ml air kaldu

1 sdt margarin

1/3 minyak wijen

1/2 siung bawang putih cincang

1 iris tipis jahe cincang

1 sdm daging ikan kakap

2 sdm kacang merah

20 g wortel

1 tangkai bayam merah";Ikan Kakap, Nasi;"Masak beras merah dengan air kaldu sampai merekah dan tiriskan.

Panaskan margarin dan minyak wijen. Tumis bawang putih, jahe, dan ikan sampai matang. Angkat dan campurkan semua bahan. Aduk rata.

Masak sampai matang jadi bubur kental.";9;24;Bubur Kental;19000;147;6,1;3,7;1;0,9;Gizi Seimbang;Kacang Merah, Daging, Ikan Kakap, Beras Merah, Minyak Wijen, Margarin;recipes/bubur_nasi_merah.jpg
183;Bubur Nasi Merah Ayam;"Bubur Nasi Merah Ayam adalah menu MPASI ""Double Protein & High Fiber"" yang sangat populer untuk mendukung pertumbuhan otot dan daya tahan tubuh bayi. Perpaduan serat dari nasi merah dan protein berkualitas dari daging ayam menjadikannya makanan yang padat gizi dan mengenyangkan.";"25 g labu siam

100 g nasi merah

25 g daging ayam giling

300 ml air";Daging Ayam;"Cuci labu siam dan kukus hingga matang.

Masak nasi merah, daging ayam, air, dan labu siam sampai matang. Angkat dan haluskan dengan blender. Sajikan.";12;24;Bubur Kental;10000;292,2;22,6;9,1;3,7;0,4;Peninggi Badan;Daging Ayam, Labu Siam, Beras Merah;recipes/bubur_nasi_merah_ayam.jpg
184;Bubur Nasi Pisang;Bunda, Menu ini memiliki rasa manis alami dan aroma yang harum, sehingga biasanya sangat disukai bayi karena mirip dengan rasa ASI.;"200 ml air

1 sdm daging giling

50 g nasi

1/2 buah pisang kepok matang

20 g wortel rebus

2 batang daun bayam

1 sdt keju parut";Pisang;"Didihkan air dan masukkan daging, masak sampai matang.

Masukkan nasi, pisang kepok, wortel, dan bayam. Aduk rata. Masak sampai bubur matang. Angkat.

Tabur bubur dengan keju parut. Sajikan.";9;16;Bubur Kental;6000;97,8;3,6;2;1,2;0,5;Gizi Seimbang;Keju, Daging Sapi, Nasi;recipes/bubur_nasi_pisang.jpg
185;Bubur Nasi Merah Ikan Tuna;"Bubur Nasi Merah Ikan Tuna adalah menu MPASI ""Brain Food"" yang sangat kuat. Kombinasi ini tidak hanya tinggi serat untuk pencernaan, tetapi juga kaya akan lemak sehat untuk mendukung kecerdasan otak si Kecil.";"75 g ikan tuna fillet

2 sdm air jeruk nipis

200 g nasi merah

300 ml air

25 g buncis";Ikan Tuna;"Lumuri ikan tuna dengan jeruk nipis, bilas dan potong-potong.

Masak nasi merah, ikan tuna dan air sampai matang dan hancur.

Tambahka  buncis dan aduk sampai layu. Angkat.

Haluskan dengan blender. Saring dan sajikan.";9;16;Bubur Kasar;17000;331,8;18,9;1;0,4;0,8;Gizi Seimbang;Ikan Tuna, Beras Merah;recipes/bubur_nasi_merah_ikan_tuna.jpg
186;Bubur Nasi Tempe;"Bubur Nasi Tempe adalah menu MPASI ekonomis yang kaya akan protein nabati dan sangat mudah dicerna. Tempe, sebagai produk fermentasi kedelai, mengandung nutrisi yang sudah ""setengah cerna"" sehingga sangat ramah untuk lambung bayi yang baru belajar makan.";"400 ml air

50 g daging giling

1 siung bawang putih cincang

40 g beras aron

50 g tempe

20 g wortel

1 batang buncis

5 lembar daun seledri

1 sdt keju parut";Tempe, Nasi;"Didihkan air, masukkan daging dan bawang putih. Masak sampai matang. Masukkan beras aron, tempe kukus, dan wortel. Aduk rata sampai menjadi bubur.

Tambahkan daun seledri dan keju parut. Aduk sampai matang. Angkat dan sajikan.";12;16;Bubur Kental;8000;191,6;12,4;6,5;0,4;1,2;Penambah Berat Badan;Daging sapi, Tempe, Keju;recipes/bubur_nasi_tempe.jpg
187;Bubur Nasi Telur;"Bubur Nasi Telur Ayam adalah menu MPASI ""Simple & Complete"" yang menjadi andalan banyak orang tua. Telur ayam merupakan salah satu sumber protein hewani yang paling lengkap (asam amino esensial) dan paling mudah diserap oleh tubuh bayi untuk pertumbuhan sel-sel baru.";"175 air kaldu ayam

100 g nasi putih

5 g bawang bombai

1 kuning telur ayam kampoeng

20 g daun katuk";Telur Ayam, Nasi;"Masak air kaldu ayam bersama nasi putih, bawang bombai, dan telur ayam. Aduk sampai matang.

Masukkan daun katuk, aduk sampai layu.

Angkat dan haluskan dengan blender, sajikan.";9;12;Bubur Kental;6500;186;6,3;3;0,8;1;Penambah Berat Badan;Telur, Kaldu Ayam, Nasi;recipes/bubur_nasi_telur.jpg
188;Bubur Oat Bit;"Bubur Oat Bit adalah menu MPASI ""Superfood"" yang unik karena warnanya yang merah muda cerah alami (dari buah bit) dan kandungan serat tingginya. Menu ini sangat efektif untuk melancarkan pencernaan sekaligus memberikan asupan antioksidan yang kuat bagi si Kecil.";"50 g bit

30 g wortel

50 g oat

150 air kaldu ayam";Oat, Bit;"Potong-potong bit dan wortel. Kukus sampai matang, angkat.

Masak air kaldu ayam bersama oat dan bit. Aduk sesekali hingga matang.

Haluskan bubur dengan blender dan sajikan.";9;12;Bubur Halus;16000;260,3;7,6;1,2;0,3;0,9;Penambah Berat Badan;Kaldu Ayam, Oat;recipes/bubur_oat_bit.jpg
